english,uzbek,cefr,source_name,source_license,part_of_speech,source_ref
a,amper,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i108363
steep,yulmoq|botirmoq|cho'ktirmoq|g'arq qilmoq|sho'ng'itmoq|nafsiga urmoq|o'zigajalb elmoq,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i24765
steer,shama|ishora|sal turtish|sal tegib ketish|axtalangan buqacha,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i48236|i71436
steer,tasdiqlamoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i31378
steering wheel,g'ildirak,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i59545
stem,tana|burun|ildiz|mavzu|boldir|peshob|siydik|tumshuq|yuz tarafi|ta'zim qilish|muhokama mavzusi,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i105641|i37719|i51015|i58738|i59547|i69588
stem,qon ketishini to'xtatmoq,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i23508
step,qadam|pog'ona|zinapoya|gradatsiya|qadam tashlash,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i112833|i59555|i75499
stereotype,bosma qolip,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i67980
sterility,naslsiz|unumsiz|aseptika|hosilsiz|tug'maslik,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,noun,i110742|i113177
stern,zolim|berahm|keskin|qat'iy|qattiq|noinsof|rahmsiz|shafqatsiz|ayamaydigan|bag'ri tosh|qahri qattiq|muzlab qolib qolgan,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i3947|i9797|i9846
stern,dum|joy|orqa|dumba|eshak|chorak|quyruq|dumg'aza|o'rindiq|befahm odam,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i59565|i66132
stew,ter|tor|parda|sovun ko'pigi,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i112697
stick,qoziqcha|kichkina qoziq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i66140
stick,aldamoq|o'ksitmoq|ranjitmoq|yopishmoq|laqillatmoq|o'kintirmoq|xafa qilmoq|firib bermoq|alam qildirmoq|bog'liq bo'lmoq|yopishib olmoq ',B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i24864|i27727
sticker,nish|tikan|xanjar|nishtar|tikanak|umurtqa,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i105495|i52683|i72144|i74904
sticky,dim|qo'pol|shirador|qayishqoq|yelimshiq|yopishqoq|egiluvchan|yelim-shak|yopishadigan|dimiqtiradigan,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i14144|i14150|i277|i284|i4131
stiff,nam|ho'l|zich|qalin|kuchli|o'tkir|qat'iy|qattiq|horigan|sabotli|baquvvat|barqaror|mustahkam|egilmaydigan|holdan toygan|oglshmaydigan,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i10019|i10902|i4393|i5600
stiff,zichlab|mahkam siqib,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i19414
stiff,loy|jasad|murda|o'lik|qoldiq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i64386
stiffen,qotirmoq|majbur qilmoq|egilmaydigan qilmoq,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,verb,i23811|i23816|i23817
still,sust|ravon|sokin|tekis|tinch|silliq|indamas|jim-jit|gapirmas|tep-tekis|g'ayratsiz|harakatsiz|faoliyatsiz,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i10527|i1678|i8586
still,qotib|qimirlamay|qo'zg'almay|harakat cplmasdan,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i21379
still,jimlik|sukunat|jimjitlik,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i63184
still,ovutmoq|yupatmoq|tinchitmoq|taskin bermoq|tinchlanlirmoq|tinchlantirmoq|yengillashtirmoq,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i24027|i30564|i30801
stimulant,qo'zg'atish|kuchaylirish|badanni uyg'otuvchi dori-darmon,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i59586|i67504
stimulate,undamoq|silkitmoq|tebratmoq|uyg'otmoq|zo'rlamoq|ega bo'Imoq|majburlamoq|aralashtirmoq|ig'vo qo'zg'amoq|rag'batlantirmoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i21878|i24228|i25546|i25649|i29961|i30552|i32338
stimulation,tug'ilish|uyg'onish|qo'zg'atish|kuchaylirish|paydo bo'lish|badanni uyg'otuvchi dori-darmon,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i107976|i39883|i42019|i67504
stingy,baxil|xasis|yomon|ziqna|nochor|yaramas|kambag'al,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i564|i6107
stink,hid|badbo'ylik|sassiq hid,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i66945
stink,emmoq|so'rmoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i35032
stipulate,biror faoliyatga tayyor-lamoq,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,verb,i26673
stipulation,shart qo'yish|o'ziga xos xususiyatlarini aniqlash,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,noun,i41425|i71992|i74584
stir,qiy-chuv|tashvish|hovliqish|to'po-lon|yugur-yugur|asabiy holat,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i38311
stir,tegmoq|turtmoq|undamoq|chaqinnoq|ko'tarmoq|sehrlamoq|silkitmoq|tebratmoq|uyg'otmoq|aralashtirmoq|da'vat qilmoq|qo'l tegizmoq|rag'batlantirmoq|sehr-jodu qilmoq|tashviqot yurgizmoq,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i29439|i29903|i30552|i30591|i31175|i31176|i31177|i32338
stitch,chokning bir yo'li,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i112278|i59593
stitch,tikmoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i28331
stock,eski|eskirgan|eskirib qolgan|ko'p chaynalgan|ko'p ehaynalgan|siyqasi chiqqan,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i9245
stock,qon|tur|zot|nasi|yo'l|ajdod|avlod|chiziq|qiyalik|shajara|shabbo'y|mol-mulki|nasabnoma|korxona muassasaning asbob-uskunalari,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i59595|i79778|i79781|i99747
stock,eltmoq|olib bormoq,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,verb,i33161
stockpile,qarzdorlik|ehtiyot qism,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i106959|i81524
stockpile,eltmoq|olib bormoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i33161
stoicism,beg'amlik|loqaydlik|sovuqqonlik,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,noun,i61409
stoke,kanda qilmay o'tin solib turmoq,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,verb,i33921
stomach,qorin|qorin bo'shlig'i,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i65328|i66121|i76076|i76152
stomach,chidamoq|ehidamoq|azob tortmoq|toqat qilmoq|bardosh bermoq,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i25064
stone,tosh|charx|meva danagi|qimmatbaho tosh|ip yigiradigan charx,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i108957|i114224|i114240|i59621|i61407|i86083|i98745
stool,taxt|kursi|hojatxona|ma'yuslik|ljqozoncha|g'am-ginlik|kichkina qozon|ruhiy tushkunlik,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i105585|i115115|i59625|i60334
stool,tozalamoq|tozalanmoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i22143
stop,g'ov|zarba|boiish|qolish|to'siq|turish|turtish|ish tashlash|qamoqqa olish|ilarib yuborish|ishni to'xtatish,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i110559|i41052|i50855
stop,nshlamoq|to'xtatmoq|qo'lga olmoq|o'z ichiga olmoq,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i27259|i28929|i34724|i35062
storage,ombor|xotira|omborxona,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i56132|i59638
store,ombor|xotira|omborxona,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i56132|i59638
store,omborda saqlamoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i33138|i33146
stormy,dovulli|bo'ronli,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i1681|i9570
story,pol|ertak|qavat|qissa|raqam|tarix|aldash|daraja|hikoya|bosqich|rivoyat|uydirma|yolg'on|yolg'on gap|hisob raqami,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i53866|i69951|i70694|i71596|i72000|i74608
storyteller,aldoqchi|hikoyachi|uydirmachi|hikoya qiluvchi|ertak aytib beruvchi,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i91544|i93347
stove,soha|doira|plita|pechka,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i59645|i59646
straight,sodiq|to'g'ri|sadoqalli|kvadratshaklidagi|ketma-ket sodir bo'ladigan,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i108|i12795|i12816|i12840|i12842|i13416|i3310|i3372|i3516|i4187|i4229|i4987|i5638|i6567|i6774
straight,to'g'ri,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i18442|i18485
straighten,tuzatmoq|dam bermoq|yaxshilamoq|to'g'rilamoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i23097|i23107|i28551|i29155|i31645|i31920
straightforward,to'g'ri,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i4229
strain,kuy|tur|zot|nasi|navo|yo'l|ohang|tenor|urg'u|ashula|chiziq|qo'shiq|variant|erishish|intilish|ust-bosh|qo-zonish|harakat qilish|muvaffaq bo'lish|tashqi ko'rinish,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i112101|i112548|i112734|i38261|i38706|i39553|i67956|i73587|i79778|i79808|i98112
strain,elamoq|erishmoq|majruh qilmoq|buzib ko'rsatmoq|ishdan chiqarmoq|elakdan o'tkazmoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i24095|i27349|i29023
strait,ovoz|tovush|o'tish joyi,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i110184|i86250
strand,tor|zanjir|mushkul ahvolga tushib qolmoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i115195|i51734|i59661|i68005|i86257
strange,ajib|ajoyib|tashqi|chet el|g'alati|xorijiy|notanish|noina'lum|odatdan tashqari,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i5296|i5298|i5667
strangely,qiziq|g'alati,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i21151
stranger,yot|begona kishi|chel ellik kishi,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i93352|i93353
strangle,bo'g'moq|bo'g'ib o'ldirmoq|kuch bilan bosmoq|nafasini qaytar-moq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i22159|i22160|i22901|i23530|i29573|i29584
strap,urmoq|savalamoq|tushirmoq|kaltaklamoq|do'pposlamoq,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,verb,i28780
strapping,bo'g'iq|jussali|xirilloq|sergo'sht|xirillagan|suyagi yo'q|go'shti ko'p|pishilla-gan,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,adjective,i11165
strategy,reja|dastur|loyiha|strategiya,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i67874|i69348
stratosphere,stratosfera,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,noun,i86260
straw,po'st|poxol|qobiq|somon|peshob|siydik|to'pon|xashak|bug'doy,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i114845|i115753|i59668|i63084
straw,yoymoq|sochmoq|yoyib qo'ymoq|sochib tashlamoq,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i28599
strawberry,qulupnay,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i103254|i61737|i77753
stray,adashgan|adashib qolgan,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,adjective,i3302|i7929
stray,achimoq|osh-moq|adashnioq|bijg'imoq,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,verb,i25590|i31345
stream,oqim,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i110537|i37145|i81520
stream,quymoq|oqizmoq|to'kmoq|toshmoq|ag'dar-moq|arang ko'tarilmoq|tirmashib chiqmoq,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i31883|i35471
street,ko'cha,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i113125|i113287|i59671|i59672|i80335
strength,kuch|soha|holat|qudrat|quvvat|tezlik|bardosh|fazilat|g'ayrat|ixlisos|shiddat|vaziyat|zo'rlik|qattiqlik|qizg'inlik|sabotlilik|chidamlilik|mustahkamlik|gavdaning turishi|o'ziga xos xususiyat,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i113069|i63432|i63458|i63463|i63553|i63798|i64095|i64256|i64314
strengthen,kuchaytirmoq|mustahkamlamoq|mustah-kamlamoq,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i22279|i22824|i22826
stress,tur|zot|nasi|manba|urg'u|markaz|kuchlanish,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i112549|i112734|i112865|i73883|i98110
stress,ta'kidlamoq|urg'u qo'ymoq|ajratib ko'rsatmoq|alohida urg'u bermoq|alohida e'tibor bermoq|tinish belgilarini qo'ymoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i26503|i26649
stressful,asabga tegadigan|g'azablantiradigan|achchiqlantiradigan|qattiq hayajon oqibatidagi,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i474
stretch,cho'zish|uzaytirish|kengay-tirish,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i116728|i37203|i37361|i38727|i59679|i63387|i86265
stretch,tushirmoq|suyultirmoq,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i24147
stretching,cho'zish|uzaytirish|kengay-tirish,C1,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,noun,i38727
stricken,hayratda qolgan,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i14101|i14120|i373
strict,qat'iy|qattiq|qattiqqo'l|egilmaydigan|qahri qattiq,A1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i13493|i13898|i3947|i5012|i7083
strictly,qat'iyat bilan,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adverb,i19364|i19686|i21396
stride,qadam,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i36894
strike,urish|portlash|gumburlash|gumbur-gumbur ovoz,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i35746
strike,ochmoq|egallamoq|o'chirmoq|bosib olmoq|kashf qilmoq|o'z zimmasiga olmoq,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i28532|i29479|i31647|i33166
striking,ajoyib|atoqli|mashhur|taniqli|dramatik|ta'sirchan|juda yaxshi|teatrga oid|turlib chiqqan|ko'rinib turgan|dra-maturgiyaga oid|hayratdaqoldiradigan|kuchli taassurot tug'diradigan,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,adjective,i3236|i7001
striking,aloqada bolish,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i75260
string,tor|poyezd|zanjir|chilvir|ingichka arqon|mushkul ahvolga tushib qolmoq,A2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i115192|i51019|i51734|i53135|i59688|i59689|i59690|i73518|i81510|i86267
stringent,zich|qalin|qattiqqo'l|qahri qattiq,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,adjective,i3946
stringently,qat'iyat bilan,C2,UzWordNet 1.1 + Open English WordNet 2025 + Octanove C1/C2,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; Octanove CC BY-SA 4.0,adverb,i21396
strip,uzun va tor bo'lak,B1,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,noun,i38173|i49908|i59695|i59696|i73462|i86268
strip,ochmoq|talamoq|judo qilmoq|mahrum etmoq|yechinlirmoq|yechintirmoq|yechib qo'ymoq|ochib tashlamoq|yalang'ochlamoq|kiyimini yechmoq|talon-taroj qilmoq|olib chiqib qo'ymoq,B2,UzWordNet 1.1 + Open English WordNet 2025 + CEFR-J 1.5,UzWordNet CC BY-SA 4.0; OEWN CC BY 4.0; CEFR-J attribution terms,verb,i22021|i22588|i22691|i22694|i33305|i33464
